,Cycle,Cand_Name,Debt_Owed_By_Committee,Transfer_From_Other_Auth_Committee,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Transfer_To_Other_Auth_Committee,Debt_Owe_To_Committee,Contributions,Loans,Refunds,Disbursements,Expenditures,Repayments,Receipts
299,2012,"SHARKEY, JONATHON THE IMPALER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2012,"JORDAN, ROBERT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2012,"DRUMMOND, KEITH",0.0,0.0,0.0,0.0,0.0,0.0,1875.0,20115.0,0.0,18492.0,18492.0,0.0,20740.0
327,2012,"PHILLIPS, ALAN G ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2012,"CISNEROS, CESAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6796.0,0.0,7964.0,5783.0,0.0,6796.0
333,2012,"GRISKIE, CHRISTIN NOEL",0.0,0.0,0.0,0.0,0.0,0.0,281207.0,0.0,0.0,2822.0,1354.0,0.0,17507.0
337,2012,"ELY, BOB (ROBERT MOULTON-ELY)",175570.21,0.0,0.0,0.0,0.0,0.0,39202.72,10000.0,0.0,5000.0,0.0,10000.0,24601.36
354,2012,"YOST, MICHAEL CHRISTOPHER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2012,"BAREA, JEFFREY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2012,"RUDICK, CHARLES MICHAEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2012,"MOORE, TIMOTHY JAY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2012,"BAILEY, GEORGE BRENT JR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,2012,"GREENSPON, JON ADAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,2012,"CUEVAS, NICKOLAS BEVAN (FARMER)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,2012,"BOSS, JEFF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,2012,"PAWLENTY, TIMOTHY",0.0,0.0,0.0,0.0,0.0,0.0,46680602.46,0.0,1543928.56,5965603.76,32842270.54,0.0,6071355.99
468,2012,"DUNSMOOR, DARREN LLOYD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,2012,"HARRIS, JEFFREY NICHOLAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,2012,"NEUENSCHWANDER, STEVEN KAY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,2012,"BALLARD, GEORGE HENRY III",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,2012,"BOND, TANYA ELIZABETH DR REV",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,2012,"CARROLL, JAMES ALAN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,2012,"REVELIS, JOHN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,2012,"MAGEE, ERIN KENT",0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,6236.52,6949.209999999999,0.0,68.0
568,2012,"SNYDER, MATTHEW BRADLEY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,2012,"MARTIN, GURLEY L",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,2012,"TITTLE, SHEILA TELLES",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,2012,"BROWN, ROBERT PAUL JR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,2012,"BANKS, J E WENDELL KENNEDY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,2012,"COOPER, GEORGE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,2012,"STRICKLAND, TIMMY WAYNE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,2012,"LOPEZ, AURORA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2012,"PRAPROTNIK, ROBERT L",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,2012,"ASHE, WARREN RODERICK PRESIDENT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2012,"PRATTAS, JAMES ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2012,"KOK, PHILIP ANTHONY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,2012,"ENNIS, CRAIG EDWARD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2012,"LAPORTE, DANY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,2012,"GATES, KENNETH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2012,"WALTON, MICHAEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,2012,"LANSER, JERRY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,2012,"JIMENEZ, GABRIEL ALEXANDER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,2012,"ARAGON, DAVID G",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,2012,"OGIN, FRED",0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
666,2012,"LAROCK, ROBERT WILLIAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2012,"WILLIAMS, GEORGE WASHINGTON",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,2012,"HARRIS, RICHARD FRANCIS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,2012,"KLINE, RICHARD  ALLEN CGR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
725,2012,"NEY, JENNIFER LEE ANN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,2012,"BLAKLEY, WILLIAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,2012,"BERNARD, EMIL I",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,2012,"CRONIN, ANTHONY JOSEPH JR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,2012,"KOCH, JAMES",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,2012,"MARTISKO, MIKE BENJAMIN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,2012,"SLOAN, MICHAEL EMERSON",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,2012,"PHILLIPS, DEAN A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,2012,"MALONE, YEHANNA JOAN M M",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,2012,"DIAMOND, ZUBI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,2012,"BRUZZESI, THOMAS J",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,2012,"KARGER, FRED",0.0,0.0,0.0,0.0,0.0,0.0,5623168.620000001,0.0,200.0,591271.9,4901211.66,0.0,588734.77
1256,2012,"WORSWICK, WINTON DANLEY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,2012,"TURNER, MATTHEW ALLEN",0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,101.0,202.0,0.0,115.0
1325,2012,"ROCKEFELLER, SARAH REBECCA",275000.0,0.0,0.0,0.0,0.0,100000.0,25000.0,0.0,0.0,0.0,50000.0,0.0,0.0
1326,2012,"WILLIAMS, RODNEY MAURICE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,2012,"KNILL, DENNIS JEROME",0.0,0.0,0.0,0.0,40.0,0.0,1089.0,0.0,0.0,1233.0,2183.0,0.0,1089.0
1425,2012,"RUIZ, JOSE M",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,2012,"CAIN, HERMAN",450000.0,0.0,0.0,0.0,0.0,0.0,134615965.03,1350000.0,271860.36,16944659.48,103028519.41,800000.0,16954189.01
1450,2012,"HERMAN, RAPHAEL",0.0,0.0,0.0,0.0,0.0,0.0,502036.0,6159964.0,251018.0,6475000.0,0.0,6223982.0,6410982.0
1464,2012,"DUMMETT, JOHN ALBERT JR",0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0,338.0,330.0,0.0,444.0
1495,2012,"FORD, LARRY ROBERT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,2012,"ROASEAU, WARD DEREK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,2012,"OBAMA, BARACK",5647729.93,181700000.0,0.0,0.0,0.0,0.0,4886789679.98,0.0,17959792.6,771062237.3199999,4666154783.79,0.0,738583007.76
1573,2012,"MARTINEZ, ALEXANDER HUGO",,0.0,0.0,0.0,0.0,,19558.0,0.0,0.0,19558.0,19558.0,0.0,19558.0
1641,2012,"SORRELLS, JOHN S LT COL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,2012,"PAUL, RON",0.0,1000500.0,0.0,0.0,0.0,0.0,615212033.86,0.0,620745.66,40008513.37,516816485.43,0.0,41066535.31
1818,2012,"SANDERS, MARSHALL SAMUEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,2012,"LEE, JOHN H",0.0,0.0,0.0,0.0,0.0,0.0,22152.0,0.0,0.0,11076.0,5538.0,0.0,11076.0
1875,2012,"ZOLLINGER, WILLIAM DAVID",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,2012,"PROUD, JEFFREY D",,0.0,0.0,0.0,0.0,,11410.0,0.0,0.0,0.0,4188.0,0.0,0.0
1912,2012,"LAWMAN, JEFF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,2012,"MOLONEY, MICHAEL J",749.0,0.0,0.0,0.0,0.0,0.0,1652.0,286.0,0.0,1162.0,0.0,200.0,113.0
1928,2012,"MARTIN, ANDY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,2012,"MCMILLAN, JIMMY (AKA) JAMES ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,2012,"RICE, DAVID MICHAEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,2012,"MAYERS, R BENEDICT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,2012,"PEDERSEN, GEORGE CHRISTIAN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2012,"SIMS, PAUL DOUGLAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2012,"RHODES, GEORGE FREDRICK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2012,"MARTIN, GREGORY BRYAN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2012,"LAX (MILLER), LEAH (LORETTA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,2012,"LYNCH, THOMAS EDWARD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,2012,"LEVETIN, MARK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,2012,"DAVIS, L JOHN JR",0.0,0.0,0.0,4241.0,0.0,0.0,340849.98,738132.02,0.0,390653.64,6293321.03,0.0,387894.11
2102,2012,"BEJGER, DANIEL J",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,2012,"TYLER, ALDOUS C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,2012,"HUNT, JAMES WILLIAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,2012,"RAMOS, LUIS ALBERTO JR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,2012,"WOLFE, JOHN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,2012,"MANLEY, MICHAEL J",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,2012,"KIMBER, THOMAS D 'TOM'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,2012,"STONE, DAMIAN DR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,2012,"KENNY, MICHAEL GERARD FRANCIS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,2012,"MOORE, ROY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,2012,"CARROLL, JAMES J",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,2012,"SAVARIRAYAN, FRANCIS J",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,2012,"GOULD, JOSEPH MACK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,2012,"LOWRY, ROBERT F",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,2012,"GOLDBERG, LOWELL S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,2012,"BELLOWS, MICHAEL FRED",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,2012,"COLEMAN, PERRY DUWHILE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,2012,"JUDY, CODY ROBERT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,2012,"STORY, RICKEY JOE",0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,170.0,200.0,29.0,0.0,200.0
2363,2012,"GILBERT, JONATHAN MICHAEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,2012,"HILL, CHRISTOPHER V",0.0,0.0,0.0,0.0,0.0,0.0,69891.0,0.0,0.0,16797.0,16797.0,0.0,20122.0
2428,2012,"JUDD, KEITH RUSSELL",0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,5000.0,0.0,0.0,5000.0
2454,2012,"ROGONE, PHILIP NICHOLAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,2012,"SCALLETTA, PAUL",,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,2012,"HAYWOOD, JOHN DAVIS",125395.91,0.0,0.0,0.0,0.0,0.0,42500.0,250791.82,0.0,135395.29,381185.43000000005,0.0,135395.91
2539,2012,"LEE, JOHN A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,2012,"DAY, TIMOTHY TERRELL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,2012,"NICHOLS, ROGER EUGENE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,2012,"MACLERAN, THOMAS GREGORY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,2012,"ADESHINA, YINKA ABOSEDE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,2012,"LYNCH, FRANK",0.0,0.0,0.0,0.0,0.0,0.0,240.0,6000.0,0.0,5999.0,120.0,5879.0,6000.0
2695,2012,"WAHL, DOUGLAS WILLIAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2697,2012,"HEARD JR, HAROLD C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,2012,"CALLAHAN, MARK ALLEN",0.0,0.0,0.0,0.0,0.0,0.0,21424.08,0.0,0.0,4199.27,17164.81,0.0,4199.27
2775,2012,"GINGRICH, NEWT",4863036.33,7684.51,0.0,0.0,0.0,0.0,243897750.38,0.0,1350773.94,24900556.09,187943490.9,0.0,25648272.19
2942,2012,"BACHMANN, MICHELE",0.0,0.0,0.0,0.0,2989164.08,0.0,60537111.89,0.0,139592.0,15165965.51,26707495.83,0.0,15954206.389999999
3048,2012,"RAPP, LANE JAMESON JR",0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,65.0,0.0,0.0,65.0
3154,2012,"BLANKENSHIP, JARED",0.0,0.0,0.0,0.0,0.0,0.0,642825.72,0.0,0.0,56897.09,267968.03,0.0,40666.17
3183,2012,"FELLURE, LOWELL JACKSON",117769.0,0.0,0.0,0.0,0.0,,0.0,3480.0,0.0,3084.0,0.0,0.0,3084.0
3260,2012,"MOATS, STEVE KENT",0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,171.0,171.0,0.0,294.0
3264,2012,"SANTORUM, RICHARD J.",732035.38,0.0,0.0,0.0,0.0,0.0,247464820.82,40000.0,445530.94,23432956.81,194747900.26000002,40000.0,23895834.009999998
3272,2012,"HUNTSMAN, JON",0.0,0.0,0.0,0.0,0.0,0.0,39940831.94,10278962.1,153214.0,10030900.96,62689485.23,0.0,9175365.13
3275,2012,"CARTER, WILLIE FELIX",3215.0,0.0,0.0,0.0,0.0,0.0,23525.0,0.0,0.0,17087.0,8553.0,0.0,12778.0
3286,2012,"WUENSCHE, VERNON EDGAR",47930.0,0.0,0.0,0.0,0.0,,1760.0,9360.0,0.0,9966.0,9966.0,0.0,10240.0
3394,2012,"PERRY, JAMES R (RICK)",0.0,0.0,0.0,0.0,0.0,0.0,236050925.42000002,0.0,1205000.24,20216618.69,172797729.24,0.0,20614270.02
3402,2012,"CROW, RANDOLPH WILSON",,0.0,0.0,0.0,0.0,,13314.0,0.0,0.0,4438.0,8876.0,0.0,4438.0
3404,2012,"RICHARDSON, DARCY G",9500.0,0.0,0.0,0.0,0.0,0.0,7229.0,8000.0,0.0,9640.0,9440.0,0.0,10443.0
3418,2012,"MCCOTTER, THADDEUS G",105636.24,468561.35,0.0,0.0,1118.58,761.0,709193.0,0.0,0.0,549822.63,3820124.8499999996,0.0,550437.73
3458,2012,"ROMNEY, MITT / RYAN, PAUL D. ",825749.0,146516071.0,0.0,0.0,444686.59,0.0,2760479398.37,40000000.0,7674384.140000001,483163777.52000004,2499018765.32,40000000.0,485700797.31
3460,2012,"JACOB-FAMBRO, KHADAJAH M PRINCESS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2016,"PERICOLO, ANTHONY AMERIGO MR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2016,"SHUTT, ZACHARY DEREESE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2016,"BURGESS, LIAM THOMAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2016,"CAMPOS, ALLEN EUGENE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2016,"RUNDBERG, JIM L",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2016,"BIDEN, JOE R",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2016,"EMERY, JARED ALAN 'FLASH'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2016,"COBURN, TANNER L",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2016,"MARTINX, ANDY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2016,"LEILI, ADAM DANIEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2016,"SLEGGS, MARK MR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2016,"STETSON, JOSEPH ARTHUR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2016,"BELL, JAMES JEROME MR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2016,"BERHANE, DANIELLE HUSSER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2016,"YOUNG, SUSAN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2016,"FARMER, ELMER MR. JR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2016,"JOHNSON, TYRONE MR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2016,"SMITH, JEFFREY LYNN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2016,"ERWIN, NICHOLAS DALE MR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2016,"BLYTH, JOHN DOUGLAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2016,"MILLER, RAYMOND MELVIN",,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2016,"WILLINGHAM, JOHN WILLIAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2016,"FAKE, THIS IS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2016,"ASHE, WARREN RODERICK ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2016,"BOSLEY, MERIDI RICHARDSON",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2016,"WEIL, RICHARD LYONS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2016,"CAISSIE, GARY DAVID",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2016,"VALDEZ, LANINE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2016,"MARTIN, JOHN DAVID",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2016,"MCKOCKENER, BERRY JO MR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2016,"JANICE, HUGH NICHOLAS MR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2016,"CRUZ, RAFAEL EDWARD 'TED'",0.0,250012.93,0.0,0.0,3642534.97,0.0,1370748906.38,0.0,6613131.06,94309503.32,1072231181.79,0.0,95461024.59
157,2016,"MAUL, LESTER RALPH MR JR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2016,"WOZNIAK, MARIO FRANCIS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2016,"COOPER, MATTHEW JAMES",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2016,"LENTS, BRAYDYN GIOVANNI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2016,"MIMS, TIFFANI EL DAWN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2016,"KINLAW, MICHAEL WAYNE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2016,"BRUCATO, GEORGE JAMES",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
